,path,class,image_id,label_gran_3,label_gran_5,label_gran_7,label_gran_10,label_gran_15,label_gran_20,label_gran_25,label_gran_30,label_gran_50,label_gran_70,label_gran_100,label_gran_150,label_gran_200,label_gran_300
6125,105.Whip_poor_Will/Whip_Poor_Will_0030_100412.jpg,105,6126,0,21,31,359,2045,2723,1653,777,2502,5548,2970,5467,2129,3768
6126,105.Whip_poor_Will/Whip_Poor_Will_0038_100443.jpg,105,6127,6,2,35,758,231,373,2003,2940,3077,1121,3404,2226,2977,4427
6127,105.Whip_poor_Will/Whip_Poor_Will_0024_100444.jpg,105,6128,0,14,98,744,541,1827,3297,4869,3330,5393,5120,661,964,4155
6129,105.Whip_poor_Will/Whip_Poor_Will_0026_100456.jpg,105,6130,0,26,106,321,819,3876,4430,4947,4105,553,5001,3136,4251,4936
6130,105.Whip_poor_Will/Whip_Poor_Will_0010_100464.jpg,105,6131,0,26,106,196,707,1492,468,814,50,584,5232,130,63,484
6131,105.Whip_poor_Will/Whip_Poor_Will_0018_796403.jpg,105,6132,5,30,12,72,1794,102,4926,1705,2490,2114,550,2868,3906,2490
6132,105.Whip_poor_Will/Whip_Poor_Will_0037_796405.jpg,105,6133,0,21,83,5,746,810,1049,2373,776,3164,1005,3628,544,1796
6133,105.Whip_poor_Will/Whip_Poor_Will_0033_82166.jpg,105,6134,7,28,45,95,2295,699,462,2502,4134,5125,4046,5017,1839,3110
6134,105.Whip_poor_Will/Whip_Poor_Will_0044_796407.jpg,105,6135,6,16,49,247,672,1215,1675,13,2436,1506,4697,2789,4864,49
6136,105.Whip_poor_Will/Whip_Poor_Will_0003_796409.jpg,105,6137,0,26,106,321,819,3876,137,4734,859,197,1406,647,2827,2863
6138,105.Whip_poor_Will/Whip_Poor_Will_0001_796411.jpg,105,6139,6,25,34,516,1549,2976,1330,2034,3055,1256,2463,1217,5961,5255
6139,105.Whip_poor_Will/Whip_Poor_Will_0047_796412.jpg,105,6140,0,21,83,5,746,810,1049,2373,3701,1333,3733,4453,996,4880
6141,105.Whip_poor_Will/Whip_Poor_Will_0012_796414.jpg,105,6142,4,0,24,511,739,2248,2171,22,4941,4491,5412,3342,199,3574
6142,105.Whip_poor_Will/Whip_Poor_Will_0050_796415.jpg,105,6143,7,28,45,780,1715,1037,4119,4240,3137,1259,5097,4329,5293,2836
6143,106.Horned_Puffin/Horned_Puffin_0016_100993.jpg,106,6144,7,13,97,74,1378,1180,591,3990,720,460,280,4757,2607,2461
6145,106.Horned_Puffin/Horned_Puffin_0024_100620.jpg,106,6146,2,18,76,394,339,3029,4417,3802,1198,4920,5747,2895,5453,4184
6148,106.Horned_Puffin/Horned_Puffin_0055_100882.jpg,106,6149,2,18,76,394,912,378,3303,474,4837,1051,2677,5029,2156,4656
6150,106.Horned_Puffin/Horned_Puffin_0029_100888.jpg,106,6151,2,18,77,579,39,1315,1774,3363,432,3528,4949,5409,1624,3422
6153,106.Horned_Puffin/Horned_Puffin_0040_100891.jpg,106,6154,1,11,84,390,1835,3082,4592,3935,4329,3681,4287,3650,965,2071
6155,106.Horned_Puffin/Horned_Puffin_0034_100895.jpg,106,6156,2,18,92,556,1251,2165,1847,4855,5680,4043,5527,3875,3513,2884
6165,106.Horned_Puffin/Horned_Puffin_0082_100876.jpg,106,6166,2,18,76,394,912,3781,1734,3000,5638,5538,1983,4901,447,4452
6166,106.Horned_Puffin/Horned_Puffin_0072_100938.jpg,106,6167,7,22,58,32,685,2341,2176,166,4208,2590,75,5332,4731,415
6167,106.Horned_Puffin/Horned_Puffin_0025_100942.jpg,106,6168,1,20,23,573,2360,2892,4701,3459,1491,5666,3091,4115,710,107
6168,106.Horned_Puffin/Horned_Puffin_0066_100877.jpg,106,6169,2,19,120,503,1811,3211,4437,2296,2604,2352,1711,4046,1881,5679
6170,106.Horned_Puffin/Horned_Puffin_0062_100693.jpg,106,6171,2,18,76,394,912,640,309,3153,4946,671,2584,1450,3124,4812
6171,106.Horned_Puffin/Horned_Puffin_0007_100699.jpg,106,6172,7,13,59,131,2143,391,1094,451,1597,3028,345,3829,2987,2571
6174,106.Horned_Puffin/Horned_Puffin_0001_100973.jpg,106,6175,2,1,40,478,676,3279,2324,484,3013,2155,2749,5365,3861,2656
6176,106.Horned_Puffin/Horned_Puffin_0052_100977.jpg,106,6177,2,18,57,103,2140,2434,3771,2047,1801,4946,4302,4066,834,1782
6177,106.Horned_Puffin/Horned_Puffin_0030_100725.jpg,106,6178,7,22,79,716,624,2317,3871,5083,1808,2567,5490,5451,319,1250
6178,106.Horned_Puffin/Horned_Puffin_0060_100726.jpg,106,6179,7,13,59,293,1254,3398,3386,6,1886,4928,324,5149,5128,253
6179,106.Horned_Puffin/Horned_Puffin_0033_100731.jpg,106,6180,2,1,40,478,676,4006,3243,600,4023,799,839,5470,2229,3148
6180,106.Horned_Puffin/Horned_Puffin_0004_100733.jpg,106,6181,2,18,76,630,1649,1870,1713,2362,3078,2013,5450,2289,293,2238
6181,106.Horned_Puffin/Horned_Puffin_0067_100737.jpg,106,6182,2,18,57,103,2140,2434,3771,2047,707,2963,4973,4498,4456,575
6182,106.Horned_Puffin/Horned_Puffin_0042_100760.jpg,106,6183,2,19,108,42,366,48,1506,1050,2125,2012,2381,5815,2882,856
6183,106.Horned_Puffin/Horned_Puffin_0012_100763.jpg,106,6184,2,18,76,735,1786,1846,4391,4008,211,2628,1579,5376,2805,2891
6184,106.Horned_Puffin/Horned_Puffin_0028_100765.jpg,106,6185,2,18,76,394,912,1628,790,5007,3167,2857,1281,5486,5106,4498
6185,106.Horned_Puffin/Horned_Puffin_0022_100766.jpg,106,6186,2,1,40,478,676,3279,2757,3320,885,5381,1376,3966,4900,5165
6187,106.Horned_Puffin/Horned_Puffin_0056_101030.jpg,106,6188,2,19,120,654,376,1555,3864,3139,4093,248,2580,429,2503,780
6188,106.Horned_Puffin/Horned_Puffin_0078_100777.jpg,106,6189,2,18,92,473,929,150,3443,1514,5032,2573,318,3681,2092,4862
6189,106.Horned_Puffin/Horned_Puffin_0021_100780.jpg,106,6190,1,12,53,45,84,958,2966,383,1640,3942,519,3072,559,5551
6190,106.Horned_Puffin/Horned_Puffin_0046_100785.jpg,106,6191,2,18,76,394,912,378,1998,1947,5185,227,2727,252,51,4820
6193,106.Horned_Puffin/Horned_Puffin_0081_101054.jpg,106,6194,7,22,119,168,1016,484,5235,2913,1213,4846,66,4331,3950,85
6195,106.Horned_Puffin/Horned_Puffin_0031_100804.jpg,106,6196,7,13,97,74,1378,1967,5117,1555,2590,4907,1769,1478,259,431
6202,106.Horned_Puffin/Horned_Puffin_0006_100989.jpg,106,6203,7,13,59,293,594,3584,927,3897,2240,4248,3401,54,4640,5276
6207,107.Common_Raven/Common_Raven_0010_101390.jpg,107,6208,2,1,40,281,1463,2924,2226,1766,3960,5706,4213,725,2968,5413
6212,107.Common_Raven/Common_Raven_0072_102443.jpg,107,6213,4,3,41,253,1705,2060,41,671,1422,1395,4151,2935,4418,634
6213,107.Common_Raven/Common_Raven_0028_102452.jpg,107,6214,3,23,4,128,136,1153,1154,4287,2214,3156,2155,2742,2737,4313
6215,107.Common_Raven/Common_Raven_0062_101448.jpg,107,6216,2,18,76,630,1649,4122,4648,2548,3532,3634,1797,4615,212,5074
6217,107.Common_Raven/Common_Raven_0066_101461.jpg,107,6218,2,1,40,281,1463,2924,2226,5050,315,2055,357,5238,2568,5269
6218,107.Common_Raven/Common_Raven_0035_101466.jpg,107,6219,2,1,40,612,1486,3189,4149,4383,3297,1791,2259,729,4435,313
6219,107.Common_Raven/Common_Raven_0061_102519.jpg,107,6220,2,1,40,612,1101,3649,220,1440,5518,3539,4529,3230,2509,342
6222,107.Common_Raven/Common_Raven_0007_102020.jpg,107,6223,7,6,71,81,1608,3653,3451,4028,1429,4019,5701,2034,2252,1255
6223,107.Common_Raven/Common_Raven_0069_101825.jpg,107,6224,1,17,48,460,901,1329,2253,1626,4191,476,4072,4647,2057,1356
6227,107.Common_Raven/Common_Raven_0029_102039.jpg,107,6228,1,20,51,313,1993,1799,1288,3354,4924,2603,1921,10,4966,5969
6229,107.Common_Raven/Common_Raven_0017_102044.jpg,107,6230,4,3,41,775,249,291,3490,1256,4892,1193,5526,5937,2321,125
6232,107.Common_Raven/Common_Raven_0002_102582.jpg,107,6233,2,31,121,474,756,1038,3982,2239,5125,1003,3046,578,336,3047
6234,107.Common_Raven/Common_Raven_0074_101576.jpg,107,6235,2,31,121,532,1059,1694,4793,691,1115,5454,1247,1170,5391,831
6236,107.Common_Raven/Common_Raven_0119_101595.jpg,107,6237,2,1,40,612,689,1786,443,1690,5686,250,5392,1554,3767,2688
6237,107.Common_Raven/Common_Raven_0009_102112.jpg,107,6238,7,6,8,207,873,2780,4760,188,3185,1658,3764,2974,1198,1891
6238,107.Common_Raven/Common_Raven_0037_101096.jpg,107,6239,2,31,121,474,756,1038,3982,2239,1367,5605,3794,3458,1290,3496
6239,107.Common_Raven/Common_Raven_0079_101100.jpg,107,6240,2,31,121,474,756,1038,3982,3490,5454,2104,5729,3123,4295,1986
6241,107.Common_Raven/Common_Raven_0078_101148.jpg,107,6242,2,1,40,612,1486,3189,4706,876,2325,5365,1245,3599,833,3958
6242,107.Common_Raven/Common_Raven_0099_102534.jpg,107,6243,7,6,9,110,2207,3404,2164,2379,1895,4118,2681,5224,5028,5022
6245,107.Common_Raven/Common_Raven_0110_101775.jpg,107,6246,1,17,48,460,1830,397,3909,3099,855,4572,3366,4864,913,1809
6246,107.Common_Raven/Common_Raven_0001_101213.jpg,107,6247,1,17,48,460,1830,397,3825,4984,3411,783,827,5447,1117,4678
6247,107.Common_Raven/Common_Raven_0068_101216.jpg,107,6248,1,17,48,460,1830,397,3909,3099,855,4572,3366,4864,913,1809
6248,107.Common_Raven/Common_Raven_0086_101221.jpg,107,6249,2,1,40,281,1463,2924,2226,5050,315,3945,3186,621,2821,3566
6249,107.Common_Raven/Common_Raven_0121_101744.jpg,107,6250,4,0,24,511,2001,1418,1189,2450,181,2481,2997,296,801,5283
6250,107.Common_Raven/Common_Raven_0054_101750.jpg,107,6251,2,1,40,612,689,1292,1800,1494,2959,4191,3807,5626,490,4346
6255,107.Common_Raven/Common_Raven_0095_101831.jpg,107,6256,1,17,48,460,1830,397,3825,3171,3539,2873,876,4778,4844,2949
6256,107.Common_Raven/Common_Raven_0117_101833.jpg,107,6257,2,19,120,503,2287,3406,5112,3781,4908,4563,5064,67,3652,1223
6257,107.Common_Raven/Common_Raven_0057_101324.jpg,107,6258,2,1,20,288,975,3601,1218,4475,3916,1351,4308,1047,840,2005
6260,107.Common_Raven/Common_Raven_0116_101350.jpg,107,6261,2,1,20,7,404,3001,1488,4868,1784,2251,4016,4986,186,2761
6263,108.White_necked_Raven/White_Necked_Raven_0059_102668.jpg,108,6264,7,6,8,264,995,2059,2328,2807,384,4229,4141,5425,4890,102
6264,108.White_necked_Raven/White_Necked_Raven_0007_102676.jpg,108,6265,2,31,121,474,756,1038,3982,3490,3345,5899,597,2196,3818,4595
6266,108.White_necked_Raven/White_Necked_Raven_0014_102687.jpg,108,6267,2,1,40,612,1486,3189,4706,876,882,304,53,4225,4457,4745
6270,108.White_necked_Raven/White_Necked_Raven_0030_102701.jpg,108,6271,6,25,34,566,35,1303,951,2694,4140,5559,2104,2084,5419,5527
6272,108.White_necked_Raven/White_Necked_Raven_0004_102714.jpg,108,6273,7,13,25,683,2049,1705,5010,1283,1441,3032,272,921,3674,1088
6274,108.White_necked_Raven/White_Necked_Raven_0020_102730.jpg,108,6275,7,13,97,700,1087,2547,867,2119,1736,334,5174,3652,1457,4819
6276,108.White_necked_Raven/White_Necked_Raven_0018_102746.jpg,108,6277,0,26,5,197,2326,1426,5043,2747,1875,3667,2592,5313,2833,5954
6279,108.White_necked_Raven/White_Necked_Raven_0021_797341.jpg,108,6280,1,20,51,517,1934,411,3467,572,5694,3861,4866,3587,2892,544
6282,108.White_necked_Raven/White_Necked_Raven_0025_797346.jpg,108,6283,3,9,112,332,381,407,115,5226,4729,2934,2428,1674,5694,2963
6284,108.White_necked_Raven/White_Necked_Raven_0044_797348.jpg,108,6285,2,1,40,281,1873,3262,656,3254,1999,4394,3933,5891,765,3228
6286,108.White_necked_Raven/White_Necked_Raven_0010_797350.jpg,108,6287,1,20,23,85,757,3448,3529,2895,4689,3015,3106,3974,2721,118
6287,108.White_necked_Raven/White_Necked_Raven_0055_797352.jpg,108,6288,7,6,8,264,2250,2149,1028,5092,4918,1667,1388,195,4159,1727
6289,108.White_necked_Raven/White_Necked_Raven_0027_797355.jpg,108,6290,1,17,48,460,143,2737,1376,3157,3994,5316,2000,3526,5384,2494
6290,108.White_necked_Raven/White_Necked_Raven_0042_797356.jpg,108,6291,2,1,40,612,1486,3189,4706,876,2891,2327,5240,1896,638,2766
6291,108.White_necked_Raven/White_Necked_Raven_0026_797357.jpg,108,6292,2,1,40,612,1486,3189,4149,1714,914,5208,470,5492,2045,3395
6293,108.White_necked_Raven/White_Necked_Raven_0036_797359.jpg,108,6294,1,17,48,460,219,1822,1762,3824,756,5262,4759,2098,2948,3861
6294,108.White_necked_Raven/White_Necked_Raven_0053_797360.jpg,108,6295,2,1,40,281,1463,2924,2226,5050,4285,4630,1583,3997,2399,1076
6295,108.White_necked_Raven/White_Necked_Raven_0063_797361.jpg,108,6296,4,3,41,775,249,291,1145,1456,3282,3997,5036,2313,1533,134
6300,108.White_necked_Raven/White_Necked_Raven_0038_797369.jpg,108,6301,1,17,48,305,1290,579,3694,5145,2678,2904,4721,4959,2738,1970
6301,108.White_necked_Raven/White_Necked_Raven_0002_797370.jpg,108,6302,2,1,40,612,1486,3189,4706,5038,2841,282,4927,530,552,5817
6302,108.White_necked_Raven/White_Necked_Raven_0023_797371.jpg,108,6303,7,6,8,264,995,3845,917,1491,3933,5146,128,4259,2782,1068
6304,108.White_necked_Raven/White_Necked_Raven_0050_797374.jpg,108,6305,4,15,18,442,447,1723,3756,1073,4087,5919,3724,3782,1520,2958
6305,108.White_necked_Raven/White_Necked_Raven_0003_797376.jpg,108,6306,3,23,4,610,2113,1537,5050,1870,2445,5307,5197,4110,1509,3884
6308,108.White_necked_Raven/White_Necked_Raven_0045_797381.jpg,108,6309,6,25,21,776,696,1797,1974,2729,351,3250,4587,536,4404,4805
6310,108.White_necked_Raven/White_Necked_Raven_0051_797383.jpg,108,6311,0,14,7,6,1265,1457,4179,4824,4935,3441,4301,1506,3308,3262
6311,108.White_necked_Raven/White_Necked_Raven_0001_797384.jpg,108,6312,7,28,45,232,87,3918,4896,469,2123,1271,736,3182,1884,4046
6315,108.White_necked_Raven/White_Necked_Raven_0072_797391.jpg,108,6316,2,1,40,612,1486,3189,4706,876,2440,4794,4796,5100,4186,124
6317,108.White_necked_Raven/White_Necked_Raven_0068_102610.jpg,108,6318,7,22,119,168,1413,585,1117,2533,1111,225,6,1594,3534,1961
6318,108.White_necked_Raven/White_Necked_Raven_0067_102630.jpg,108,6319,2,1,40,612,1101,3530,3668,3726,4795,3517,3537,3017,1085,4353
6319,108.White_necked_Raven/White_Necked_Raven_0041_797394.jpg,108,6320,2,1,40,612,689,1786,323,3416,5581,3559,4536,1800,3134,3620
6324,109.American_Redstart/American_Redstart_0090_102940.jpg,109,6325,0,14,98,484,446,963,4160,514,3868,1489,3998,1795,3004,5986
6325,109.American_Redstart/American_Redstart_0111_102945.jpg,109,6326,5,5,67,679,1503,3925,4859,1842,5559,446,4261,3187,2801,4453
6327,109.American_Redstart/American_Redstart_0009_103974.jpg,109,6328,6,2,35,550,27,2139,1941,4989,4260,579,5590,4803,540,574
6329,109.American_Redstart/American_Redstart_0128_102983.jpg,109,6330,6,2,35,550,1504,1352,2993,3520,713,3493,227,4413,1767,1247
6334,109.American_Redstart/American_Redstart_0077_104042.jpg,109,6335,1,12,64,712,1559,1738,3821,293,2047,640,4440,1690,5918,5386
6335,109.American_Redstart/American_Redstart_0054_103543.jpg,109,6336,5,5,38,200,615,914,3406,1823,4032,4597,3194,3433,4490,4102
6336,109.American_Redstart/American_Redstart_0118_103033.jpg,109,6337,5,5,67,679,1503,3925,1909,2456,3641,4789,1817,5119,3418,3625
6337,109.American_Redstart/American_Redstart_0024_103042.jpg,109,6338,5,5,67,679,1503,3925,4859,1842,5559,5718,4823,4768,5111,3390
6338,109.American_Redstart/American_Redstart_0093_103071.jpg,109,6339,6,7,127,606,1122,399,831,1998,4814,5579,5242,3895,4942,2325
6344,109.American_Redstart/American_Redstart_0116_103631.jpg,109,6345,4,29,93,329,1700,3125,20,4781,2301,129,3995,3119,3439,4800
6346,109.American_Redstart/American_Redstart_0085_103155.jpg,109,6347,6,25,34,566,916,2114,1806,5149,399,2649,1528,1945,4018,34
6347,109.American_Redstart/American_Redstart_0013_103677.jpg,109,6348,4,15,18,442,256,2005,3499,2683,3359,2753,3065,3542,2438,1337
6348,109.American_Redstart/American_Redstart_0027_103168.jpg,109,6349,3,9,95,143,1754,298,854,5144,4781,4404,4292,1833,846,1544
6349,109.American_Redstart/American_Redstart_0108_103686.jpg,109,6350,5,5,38,327,1368,3980,5115,539,2110,4615,4018,1285,195,2693
6350,109.American_Redstart/American_Redstart_0049_103176.jpg,109,6351,4,15,18,186,1210,3013,5128,989,508,4123,4856,1432,5757,5162
6351,109.American_Redstart/American_Redstart_0089_103187.jpg,109,6352,4,29,32,616,1587,523,641,873,2004,1095,2932,5952,1215,1719
6352,109.American_Redstart/American_Redstart_0022_103701.jpg,109,6353,7,22,119,124,434,2492,950,2595,5326,135,758,4921,4195,2103
6356,109.American_Redstart/American_Redstart_0036_103231.jpg,109,6357,5,5,38,345,823,1108,2638,1421,3922,828,5269,347,1925,2159
6357,109.American_Redstart/American_Redstart_0080_103749.jpg,109,6358,1,20,23,85,1056,2981,1250,1169,636,1615,2633,2159,5213,5847
6359,109.American_Redstart/American_Redstart_0056_103241.jpg,109,6360,7,28,45,232,87,3258,3167,3350,3005,5334,4293,760,5637,5289
6360,109.American_Redstart/American_Redstart_0067_103259.jpg,109,6361,4,15,61,67,766,3522,4913,1967,3429,4317,2519,886,4884,1868
6361,109.American_Redstart/American_Redstart_0071_103266.jpg,109,6362,6,2,10,235,2058,3872,4469,331,3623,5823,5350,4653,4902,4924
6362,109.American_Redstart/American_Redstart_0033_103783.jpg,109,6363,4,3,78,699,1930,2875,2570,464,2755,5006,2489,5176,5930,5025
6364,109.American_Redstart/American_Redstart_0109_103795.jpg,109,6365,5,5,67,78,1572,623,1659,5172,5505,760,2357,4531,3633,5666
6365,109.American_Redstart/American_Redstart_0066_102774.jpg,109,6366,3,9,47,136,898,606,4893,4551,2843,518,292,603,1332,5724
6369,109.American_Redstart/American_Redstart_0045_102823.jpg,109,6370,4,29,32,129,1193,440,2367,1633,1062,3377,3252,2644,5030,478
6371,109.American_Redstart/American_Redstart_0096_102853.jpg,109,6372,6,2,35,704,2029,2833,1813,5291,1498,1368,581,826,4519,920
6372,109.American_Redstart/American_Redstart_0087_103371.jpg,109,6373,6,16,86,644,883,562,4792,1557,706,148,1911,3023,5130,3359
6376,109.American_Redstart/American_Redstart_0138_102869.jpg,109,6377,5,5,67,315,1547,246,5207,1466,5516,2632,2939,5361,4649,1325
6380,109.American_Redstart/American_Redstart_0031_102890.jpg,109,6381,4,29,93,477,1703,1643,4326,1412,1871,2586,4397,373,4652,3563
6382,110.Geococcyx/Geococcyx_0078_104468.jpg,110,6383,7,13,59,131,687,3520,3221,3949,5409,5604,3867,887,4310,725
6385,110.Geococcyx/Geococcyx_0006_104523.jpg,110,6386,0,26,37,666,1959,2621,4098,2573,2907,4178,153,5076,1730,453
6386,110.Geococcyx/Geococcyx_0030_104525.jpg,110,6387,5,27,125,341,1410,3863,3109,762,3039,2078,1200,2323,4398,90
6387,110.Geococcyx/Geococcyx_0107_104534.jpg,110,6388,0,26,44,60,1258,4131,3384,850,3807,2874,4403,3035,2959,1571
6389,110.Geococcyx/Geococcyx_0112_104548.jpg,110,6390,7,6,8,183,1017,3145,4144,3021,2067,1507,244,3532,1032,2501
6390,110.Geococcyx/Geococcyx_0061_104553.jpg,110,6391,5,8,68,234,2196,46,1357,812,2186,258,1622,4216,357,5911
6391,110.Geococcyx/Geococcyx_0084_104574.jpg,110,6392,7,6,71,204,1158,1402,3,5582,1421,1911,5805,1094,2813,2043
6392,110.Geococcyx/Geococcyx_0131_104300.jpg,110,6393,7,13,97,74,2262,1227,4527,1134,1657,3535,4505,3815,158,1028
6393,110.Geococcyx/Geococcyx_0091_104301.jpg,110,6394,6,16,49,660,353,257,5052,3678,3891,3480,2254,3281,5639,3844
6394,110.Geococcyx/Geococcyx_0114_104136.jpg,110,6395,0,26,106,321,1681,1681,3036,2628,5008,1555,26,1328,1269,4411
6398,110.Geococcyx/Geococcyx_0124_104141.jpg,110,6399,0,10,88,604,2178,388,1127,1107,1413,4892,462,3962,823,2833
6401,110.Geococcyx/Geococcyx_0068_104149.jpg,110,6402,7,13,25,430,1026,4111,3816,3545,115,2715,5509,1356,2668,2938
6402,110.Geococcyx/Geococcyx_0022_104157.jpg,110,6403,2,1,40,413,369,2041,1406,4917,280,1817,4903,5417,3524,2970
6403,110.Geococcyx/Geococcyx_0110_104163.jpg,110,6404,7,22,119,168,1413,3595,334,646,2203,5754,1373,849,1784,571
6406,110.Geococcyx/Geococcyx_0036_104173.jpg,110,6407,1,17,48,159,1707,853,3070,4514,4398,2808,1820,2025,2345,3857
6410,110.Geococcyx/Geococcyx_0005_104187.jpg,110,6411,0,10,116,705,195,2905,2863,1556,5330,4347,5449,1876,1375,801
6413,110.Geococcyx/Geococcyx_0010_104197.jpg,110,6414,7,13,59,293,2290,2177,3431,2476,2310,2240,3868,3299,2103,578
6415,110.Geococcyx/Geococcyx_0106_104216.jpg,110,6416,7,13,97,74,1378,2647,2618,2028,574,2495,1347,3507,1443,678
6416,110.Geococcyx/Geococcyx_0105_104239.jpg,110,6417,0,26,37,94,212,805,1380,3476,1168,2640,3930,4542,2949,4836
6417,110.Geococcyx/Geococcyx_0117_104227.jpg,110,6418,0,10,116,239,344,1616,338,4110,2489,2008,4867,1699,2660,5309
6420,110.Geococcyx/Geococcyx_0028_104751.jpg,110,6421,0,26,106,196,2296,1546,1171,1039,3074,5343,5110,38,785,1670
6422,110.Geococcyx/Geococcyx_0086_104755.jpg,110,6423,3,24,122,743,188,3481,3000,3561,5569,5030,501,5654,1692,4023
6426,110.Geococcyx/Geococcyx_0038_104266.jpg,110,6427,0,26,106,321,2375,1501,3640,2795,2961,2522,5818,4504,2427,775
6428,110.Geococcyx/Geococcyx_0041_104273.jpg,110,6429,0,26,37,94,212,2612,889,4579,3667,396,3743,458,3642,766
6432,110.Geococcyx/Geococcyx_0065_104806.jpg,110,6433,0,26,44,613,4,1819,293,310,3644,3896,4521,3611,1129,385
6434,110.Geococcyx/Geococcyx_0075_104334.jpg,110,6435,0,26,5,197,2326,2974,883,5469,1512,2231,4698,1947,4248,1816
6435,110.Geococcyx/Geococcyx_0047_104259.jpg,110,6436,0,26,37,751,722,2066,1469,2528,2543,4895,109,1832,618,5203
6438,110.Geococcyx/Geococcyx_0095_104358.jpg,110,6439,0,26,37,751,491,1741,3785,2723,3394,1098,425,1163,1972,4912
6439,110.Geococcyx/Geococcyx_0096_104369.jpg,110,6440,7,13,36,433,1763,2515,3912,3551,322,381,5566,1773,4977,2752
6440,110.Geococcyx/Geococcyx_0009_104372.jpg,110,6441,2,18,57,677,148,3181,4628,3232,412,1244,4048,4721,3329,5554
6442,111.Loggerhead_Shrike/Loggerhead_Shrike_0114_104960.jpg,111,6443,1,20,51,132,1376,936,895,4935,871,5835,2233,1540,3571,3846
6443,111.Loggerhead_Shrike/Loggerhead_Shrike_0032_106521.jpg,111,6444,5,27,27,291,251,3484,4262,435,3049,1102,1735,3,2897,4256
6445,111.Loggerhead_Shrike/Loggerhead_Shrike_0036_105904.jpg,111,6446,3,4,72,417,2166,3345,151,2529,1014,3346,5261,4317,3771,4382
6446,111.Loggerhead_Shrike/Loggerhead_Shrike_0046_104998.jpg,111,6447,1,20,51,517,1601,1509,4950,479,4151,3944,384,568,5409,3985
6447,111.Loggerhead_Shrike/Loggerhead_Shrike_0041_105002.jpg,111,6448,7,22,119,124,1420,2704,4234,1345,1888,1753,2738,3719,2242,5345
6451,111.Loggerhead_Shrike/Loggerhead_Shrike_0071_105040.jpg,111,6452,2,19,113,502,2002,1063,180,2954,4062,678,5493,2876,4944,1614
6454,111.Loggerhead_Shrike/Loggerhead_Shrike_0073_106097.jpg,111,6455,4,15,18,217,1049,2772,762,2311,354,4894,3707,4934,2795,1478
6456,111.Loggerhead_Shrike/Loggerhead_Shrike_0007_106101.jpg,111,6457,4,15,18,442,1722,1953,3929,3812,1511,916,2094,4722,3071,3744
6457,111.Loggerhead_Shrike/Loggerhead_Shrike_0024_105593.jpg,111,6458,4,15,123,583,2211,2302,444,248,2627,2050,541,324,151,4081
6459,111.Loggerhead_Shrike/Loggerhead_Shrike_0100_105106.jpg,111,6460,2,18,57,545,1319,3186,2804,5459,5528,4581,2230,5527,4782,2311
6460,111.Loggerhead_Shrike/Loggerhead_Shrike_0019_106132.jpg,111,6461,7,13,97,700,1087,2547,1918,2513,323,1018,1684,1089,3364,1933
6461,111.Loggerhead_Shrike/Loggerhead_Shrike_0052_105120.jpg,111,6462,4,15,18,217,646,2921,83,3014,1816,1789,5137,4161,1654,32
6463,111.Loggerhead_Shrike/Loggerhead_Shrike_0103_105137.jpg,111,6464,4,15,123,583,128,3938,3949,715,2670,3932,4659,3078,1134,4005
6464,111.Loggerhead_Shrike/Loggerhead_Shrike_0119_105138.jpg,111,6465,1,20,51,494,529,961,2380,496,1160,2129,1755,229,1568,1963
6469,111.Loggerhead_Shrike/Loggerhead_Shrike_0033_105686.jpg,111,6470,4,15,18,217,2265,3523,861,3330,3177,199,2291,157,5209,4928
6470,111.Loggerhead_Shrike/Loggerhead_Shrike_0048_106215.jpg,111,6471,1,17,115,768,736,3026,2135,826,3757,4578,894,3801,3207,168
